sube_adi;sube_il_kodu;sube_kodu;
BEYKENT / İSTANBUL;034;020500045034;
BEYLİKDÜZÜ ADNAN KAHVECİ / İSTANBUL;034;020500434034;
BEYLİKDÜZÜ E-5 / İSTANBUL;034;020500230034;
BİREYSEL BANKACILIK;034;020500097034;
BOSNA BULVARI / İSTANBUL;034;020500330034;
BULGURLU / İSTANBUL;034;020500176034;
BÜYÜKÇEKMECE / İSTANBUL;034;020500172034;
CENNET / İSTANBUL;034;020500058034;
CEVİZLİ / İSTANBUL;034;020500199034;
CİHANGİR / İSTANBUL;034;020500319034;
ÇAĞLAYAN / İSTANBUL;034;020500069034;
ÇALIŞLAR CADDESİ / İSTANBUL;034;020500316034;
ÇEKMEKÖY / İSTANBUL;034;020500234034;
ÇİFTLİK - BAĞCILAR / İSTANBUL;034;020500235034;
DAĞYOLU / İSTANBUL;034;020500357034;
DES SANAYİ ŞUBESİ;034;020500406034;
DUDULLU / İSTANBUL;034;020500392034;
EMİNÖNÜ / İSTANBUL;034;020500148034;
ERENKÖY / İSTANBUL;034;020500053034;
ESENLER / İSTANBUL;034;020500084034;
ESENTEPE KURUMSAL / İSTANBUL;034;020500142034;
ESENYALI / İSTANBUL;034;020500320034;
ESENYURT / İSTANBUL;034;020500143034;
ESENYURT BULVAR / İSTANBUL;034;020500443034;
ESENYURT ÇARŞI / İSTANBUL;034;020500384034;
ESENYURT E-5 / İSTANBUL;034;020500449034;
ESENYURT-CUMHURİYET CADDESİ / İSTANBUL;034;020500286034;
EYÜP / İSTANBUL;034;020500187034;
FATİH / İSTANBUL;034;020500005034;
FATİH AKDENİZ / İSTANBUL;034;020500369034;
FATİH ÇARŞAMBA / İSTANBUL;034;020500210034;
FERHATPAŞA / İSTANBUL;034;020500358034;
FERİKÖY / İSTANBUL;034;020500362034;
FINDIKZADE / İSTANBUL;034;020500067034;
FİKİRTEPE / İSTANBUL;034;020500185034;
FİRUZKÖY / İSTANBUL;034;020500243034;
FİRUZKÖY TİCARİ / İSTANBUL;034;020500464034;
FLORYA / İSTANBUL;034;020500184034;
FON YÖNETİMİ;034;020500091034;
GAZİOSMANPAŞA / İSTANBUL;034;020500139034;
GENEL MÜDÜRLÜK;034;020500099034;
GİYİMKENT / İSTANBUL;034;020500310034;
GÖKTÜRK / İSTANBUL;034;020500411034;
GÜLTEPE  / İSTANBUL;034;020500042034;
GÜNEŞLİ / İSTANBUL;034;020500034034;
GÜNEŞLİ ÇARŞI / İSTANBUL;034;020500256034;
GÜNEŞLİ TİCARİ / İSTANBUL;034;020500457034;
GÜNGÖREN / İSTANBUL;034;020500127034;
GÜNGÖREN SANAYİ / İSTANBUL;034;020500309034;
HADIMKÖY / İSTANBUL;034;020500089034;
HADIMKÖY TİCARİ / İSTANBUL;034;020500452034;
HALKALI / İSTANBUL;034;020500482034;
HAMİDİYE MAH. / İSTANBUL;034;020500318034;
HASANPAŞA / İSTANBUL;034;020500119034;
IHLAMURKUYU / İSTANBUL;034;020500080034;
ISPARTAKULE / İSTANBUL;034;020500372034;
İÇERENKÖY / İSTANBUL;034;020500109034;
İKİTELLİ / İSTANBUL;034;020500029034;
İKİTELLİ METRO / İSTANBUL;034;020500364034;
İKİTELLİ SANAYİ / İSTANBUL;034;020500268034;
İKİTELLİ TİCARİ ŞUBE / İSTANBUL;034;020500453034;
İMES / İSTANBUL;034;020500017034;
İMSAN İKİTELLİ / İSTANBUL;034;020500104034;
İSTANBUL ÖZEL BANKACILIK / İSTANBUL;034;020500341034;
İSTANBULANADOLU KURUMSAL/İSTANBUL;034;020500238034;
İSTOÇ / İSTANBUL;034;020500071034;
KADIKÖY / İSTANBUL;034;020500004034;
KAĞITHANE / İSTANBUL;034;020500190034;
KAPALIÇARSI / İSTANBUL;034;020500141034;
KARAKÖY / İSTANBUL;034;020500052034;
KARTAL / İSTANBUL;034;020500272034;
KASIMPAŞA / İSTANBUL;034;020500329034;
KAVACIK / İSTANBUL;034;020500154034;
KAYAŞEHİR / İSTANBUL;034;020500371034;
KAYNARCA / İSTANBUL;034;020500118034;
KAZASKER / İSTANBUL;034;020500312034;
KIRAÇ / İSTANBUL;034;020500289034;
KIZTAŞI / İSTANBUL;034;020500169034;
KOCAMUSTAFAPAŞA / İSTANBUL;034;020500191034;
KOCASİNAN / İSTANBUL;034;020500405034;
KOZYATAĞI / İSTANBUL;034;020500273034;
KOZYATAĞI TİCARİ / İSTANBUL;034;020500465034;
KURTKÖY / İSTANBUL;034;020500070034;
KUYUMCUKENT / İSTANBUL;034;020500200034;
KÜÇÜKBAKKALKÖY / İSTANBUL;034;020500288034;
KÜÇÜKKÖY / İSTANBUL;034;020500233034;
LALELİ / İSTANBUL;034;020500033034;
LEVENT - SANAYİ / İSTANBUL;034;020500214034;
LEVENT TİCARİ / İSTANBUL;034;020500471034;
MAHMUTBEY YOLU / İSTANBUL;034;020500188034;
MALL OF İSTANBUL AVM;034;020500450034;
MALTEPE / İSTANBUL;034;020500028034;
MALTEPE ÇARŞI / İSTANBUL;034;020500262034;
MASLAK / İSTANBUL;034;020500249034;
MECİDIYEKÖY / İSTANBUL;034;020500040034;
MEGACENTER / İSTANBUL;034;020500085034;
MERCAN / İSTANBUL;034;020500279034;
MERKEZ / İSTANBUL;034;020500001034;
MERTER / İSTANBUL;034;020500011034;
MERTER ÇARŞI/İSTANBUL;034;020500271034;
MERTER TİCARİ / İSTANBUL;034;020500472034;
METROKENT/İSTANBUL;034;020500269034;
OKMEYDANI / İSTANBUL;034;020500396034;
OSMANBEY / İSTANBUL;034;020500015034;
ÖRNEK MAHALLESİ / İSTANBUL;034;020500397034;
PENDİK / İSTANBUL;034;020500008034;
PENDİK ÇARŞI / İSTANBUL;034;020500439034;
PENDİK E-5 / İSTANBUL;034;020500153034;
PENDİK- YENİŞEHİR / İSTANBUL;034;020500378034;
PERPA/İSTANBUL;034;020500239034;
SAMANDIRA / İSTANBUL;034;020500212034;
SANCAKTEPE / İSTANBUL;034;020500134034;
SARIYER / İSTANBUL;034;020500215034;
SEFAKÖY / İSTANBUL;034;020500225034;
SEYİTNİZAM / İSTANBUL;034;020500173034;
SİLİVRİ / İSTANBUL;034;020500324034;
SİRKECİ / İSTANBUL;034;020500002034;
SİRKECİ TİCARİ / İSTANBUL;034;020500461034;
SOĞANLIK / İSTANBUL;034;020500196034;
SULTANBEYLİ / İSTANBUL;034;020500086034;
SULTANBEYLİ TEM / İSTANBUL;034;020500296034;
SULTANÇİFLİGİ / İSTANBUL;034;020500117034;
SULTANGAZİ / İSTANBUL;034;020500444034;
SÜTCÜ İMAM CADDESİ / İSTANBUL;034;020500417034;
ŞEHREMİNİ / İSTANBUL;034;020500414034;
ŞERİFALİ / İSTANBUL;034;020500393034;
ŞİRİNEVLER / İSTANBUL;034;020500072034;
ŞİŞLİ / İSTANBUL;034;020500131034;
TAHTAKALE / İSTANBUL;034;020500174034;
TAKSİM / İSTANBUL;034;020500041034;
TAKSİM TİCARİ / İSTANBUL;034;020500468034;
TAŞDELEN / İSTANBUL;034;020500248034;
TAVUKCUYOLU / İSTANBUL;034;020500171034;
TAVUKÇUYOLU TİCARİ / İSTANBUL;034;020500462034;
TEKSTİLKENT / İSTANBUL;034;020500485034;
TELSİZ / İSTANBUL;034;020500314034;
TERAZİDERE / İSTANBUL;034;020500036034;
TOPÇULAR / İSTANBUL;034;020500027034;
TOPKAPI / İSTANBUL;034;020500106034;
TUZLA İÇMELER /İSTANBUL;034;020500261034;
TUZLA OSB / İSTANBUL;034;020500386034;
TUZLA SANAYİ / İSTANBUL;034;020500082034;
TUZLA SANAYİ TİCARİ / İSTANBUL;034;020500473034;
TÜMSAN SANAYİ / İSTANBUL;034;020500260034;
ULUYOL CADDESİ / İSTANBUL;034;020500339034;
ÜÇYÜZLÜ / İSTANBUL;034;020500331034;
ÜMRANİYE / İSTANBUL;034;020500049034;
ÜMRANİYE SANTRAL / İSTANBUL;034;020500301034;
ÜSKÜDAR / İSTANBUL;034;020500024034;
YAKUPLU / İSTANBUL;034;020500403034;
YENİBOSNA / İSTANBUL;034;020500112034;
YEŞİLPINAR/İSTANBUL;034;020500267034;
YILDIZTEPE / İSTANBUL;034;020500206034;
YUSUFPAŞA / İSTANBUL;034;020500193034;
YÜZYIL / İSTANBUL;034;020500323034;
ZEYTİNBURNU / İSTANBUL;034;020500038034;
ZEYTİNBURNU ÇARŞI / İSTANBUL;034;020500346034;
ZÜMRÜTEVLER ŞUBESİ;034;020500410034;
50. YIL / İSTANBUL;034;020500387034;
BORNOVA / İZMİR;035;020500394035;
BOZYAKA / İZMİR;035;020500213035;
BUCA / İZMİR;035;020500158035;
CAMDİBİ / İZMİR;035;020500179035;
ÇİĞLİ / İZMİR;035;020500137035;
ÇİĞLİ AOSB / İZMİR;035;020500422035;
GAZİEMİR / İZMİR;035;020500122035;
GIDA ÇARŞISI / İZMİR;035;020500037035;
IŞIKKENT / İZMİR;035;020500220035;
İZMIR / İZMİR;035;020500009035;
İZMİR TİCARİ / İZMİR;035;020500467035;
KARABAĞLAR / İZMİR;035;020500257035;
KARŞIYAKA / İZMİR;035;020500060035;
KEMALPAŞA / İZMİR;035;020500180035;
MENEMEN / İZMİR;035;020500481035;
ÖDEMİŞ / İZMİR;035;020500325035;
PINARBAŞI / İZMİR;035;020500128035;
TORBALI / İZMİR;035;020500192035;
KARS / KARS;036;020500162036;
KASTAMONU / KASTAMONU;037;020500241037;
ANBAR / KAYSERİ;038;020500440038;
DÜVENÖNÜ / KAYSERİ;038;020500224038;
KAYSERİ / KAYSERİ;038;020500023038;
KAYSERİ ORGANİZE SANAYİ / KAYSERİ;038;020500281038;
KAYSERİ OSB TİCARİ ŞUBE / KAYSERİ;038;020500455038;
SAHABİYE / KAYSERİ;038;020500293038;
SİVAS BULVARI / KAYSERİ;038;020500150038;
TALAS / KAYSERİ;038;020500435038;
YENİ SANAYİ / KAYSERİ;038;020500100038;
KIRŞEHİR / KIRŞEHİR;040;020500276040;
BEKİRPAŞA / KOCAELİ;041;020500133041;
CAYIROVA / KOCAELİ;041;020500177041;
DARICA / KOCAELİ;041;020500280041;
DERİNCE / KOCAELİ;041;020500242041;
DİLOVASI İMES;041;020500490041;
GEBZE / KOCAELİ;041;020500013041;
GEBZE ÇARŞI / KOCAELİ;041;020500130041;
GOSB ŞUBESİ / KOCAELİ;041;020500408041;
GÖLCÜK / KOCAELİ;041;020500183041;
GÜZELLER OSB / KOCAELİ;041;020500456041;
İBRAHİMAĞA CADDESİ / KOCAELİ;041;020500359041;
İZMİT / KOCAELİ;041;020500055041;
İZMİT E-5 / KOCAELİ;041;020500311041;
KOCAELİ TİCARİ / KOCAELİ;041;020500484041;
KÖRFEZ / KOCAELİ;041;020500299041;
SENİN BANKAN;041;020500500041;
ALAADDİN / KONYA;042;020500121042;
AZİZİYE / KONYA;042;020500022042;
BUSAN / KONYA;042;020500156042;
İHSANİYE / KONYA;042;020500223042;
KARATAY SANAYİ / KONYA;042;020500334042;
KONYA / KONYA;042;020500007042;
KONYA ASLIM CADDESİ / KONYA;042;020500489042;
KONYA EREĞLİ / KONYA;042;020500483042;
KONYA ORGANİZE SANAYİ / KONYA;042;020500217042;
KONYA TİCARİ / KONYA;042;020500459042;
KONYA YENİ TOPTANCILAR / KONYA;042;020500246042;
LARENDE / KONYA;042;020500292042;
MERAM YENİYOL / KONYA;042;020500409042;
SELÇUKLU / KONYA;042;020500429042;
ZAFER SANAYİ / KONYA;042;020500105042;
KÜTAHYA / KÜTAHYA;043;020500065043;
TAVŞANLI / KÜTAHYA;043;020500431043;
BEYDAĞI / MALATYA;044;020500298044;
MALATYA / MALAYTA;044;020500102044;
AKHİSAR / MANİSA;045;020500255045;
MANİSA / MANİSA;045;020500030045;
TURGUTLU / MANİSA;045;020500347045;
YUNUSEMRE / MANİSA;045;020500343045;
AZERBAYCAN  BULVARI / KAHRAMANMARAŞ;046;020500302046;
ELBİSTAN / KAHRAMANMARAŞ;046;020500401046;
KAHRAMANMARAŞ / KAHRAMANMARAŞ;046;020500083046;
KAHRAMANMARAŞ TICARI ;046;020500477046;
KIZILTEPE / MARDİN;047;020500307047;
MARDIN / MARDIN;047;020500254047;
BODRUM / MUĞLA;048;020500168048;
FETHİYE / MUĞLA;048;020500274048;
MUŞ ;049;020500445049;
NEVŞEHİR / NEVŞEHİR;050;020500259050;
NİĞDE / NİĞDE;051;020500157051;
ORDU / ORDU;052;020500198052;
ÜNYE / ORDU;052;020500291052;
RİZE / RİZE;053;020500074053;
ADAPAZAR / SAKARYA;054;020500079054;
AKYAZI / SAKARYA;054;020500415054;
ERENLER / SAKARYA;054;020500265054;
SAKARYA BOSNA CADDESİ;054;020500337054;
SAPANCA ŞUBE/ SAKARYA;054;020500475054;
ATAKUM / SAMSUN;055;020500250055;
SAMSUN / SAMSUN;055;020500059055;
SAMSUN ÇİFTLİK / SAMSUN;055;020500355055;
SAMSUN SANAYİ /SAMSUN;055;020500222055;
SİİRT / SİİRT;056;020500266056;
KIZILIRMAK / SİVAS;058;020500216058;
SİVAS / SİVAS;058;020500014058;
ÇERKEZKÖY / TEKİRDAĞ;059;020500363059;
ÇORLU / TEKİRDAĞ;059;020500087059;
TEKİRDAĞ / TEKİRDAĞ;059;020500247059;
TOKAT / TOKAT;060;020500101060;
AKÇAAABAT / TRABZON;061;020500295061;
DEĞİRMENDERE / TRABZON;061;020500275061;
OF / TRABZON;061;020500194061;
TRABZON SB.;061;020500026061;
CUMHURİYET CADDESİ / ŞANLIURFA;063;020500229063;
KARAKÖPRÜ / ŞANLIURFA;063;020500283063;
ŞANLIURFA / ŞANLIURFA;063;020500048063;
UŞAK / UŞAK;064;020500107064;
VAN / VAN;065;020500123065;
VAN İPEKYOLU / VAN;065;020500478065;
YOZGAT/ YOZGAT;066;020500399066;
EREĞLİ / ZONGULDAK;067;020500430067;
ZONGULDAK / ZONGULDAK;067;020500165067;
AKSARAY / AKSARAY;068;020500021068;
SOMUNCUBABA / AKSARAY;068;020500351068;
KARAMAN / KARAMAN;070;020500252070;
KIRIKKALE / KRIKKALE;071;020500218071;
BATMAN / BATMAN;072;020500125072;
BATMAN GÜLTEPE;072;020500488072;
BARTIN / BARTIN;074;020500166074;
IĞDIR ŞUBESI;076;020500487076;
YALOVA / YALOVA;077;020500264077;
KARABÜK / KARABÜK;078;020500115078;
KİLİS / KİLİS;079;020500442079;
OSMANİYE / OSMANİYE;080;020500160080;
DÜZCE CEDİDİYE / DÜZCE;081;020500025081;
DÜZCE MEYDAN / DÜZCE;081;020500245081;
EFT MERKEZI;999;020599999999;
EMKT MERKEZİ                       ;999;020590008999;
IBAN SUBE;999;020590001999;
GENEL MÜDÜRLÜK;034;015300002034;
HAZİNE VE FİNANSAL KURULUŞLAR;034;015300010034;
İŞLEM ŞUBESİ;034;015300061034;
EFT MERKEZ ŞUBESİ;999;015399999999;
EMKT ŞUBESİ;999;015390008999;
IBAN MERKEZ ŞUBESİ;999;015390001999;
EFT MERKEZİ;034;014799999034;
EMKT MERKEZ ŞUBESİ;034;014790008034;
FON YÖNETİMİ;034;014709159034;
GENEL MÜDÜRLÜK;034;014709019034;
IBAN MERKEZ ŞUBESİ;034;014790001034;
GENEL MÜDÜRLÜK;034;014109159034;
IBAN MERKEZ SUBESI;034;014190001034;
EFT MERKEZI;999;014199999999;
EMKT MERKEZİ;999;014190008999;
ADANA;001;014601060001;
ANKARA KURUMSAL VE TICARI MERKEZ;006;014601030006;
ANKARA OSTİM;006;014601190006;
GAZIOSMANPASA SUBESI;006;014602050006;
ÜMİTKÖY;006;014602300006;
ANTALYA;007;014602280007;
BURSA KURUMSAL VE TICARI MERKEZI SB;016;014601050016;
DENİZLİ;020;014601130020;
ESKISEHIR;026;014601220026;
GAZIANTEP SUBESI;027;014601070027;
İSKENDERUN;031;014601250031;
MERSİN;033;014601170033;
ALTINTEPE;034;014601270034;
ATAŞEHİR;034;014602180034;
BAKIRKÖY;034;014601280034;
BANKO ŞUBESİ;034;014609990034;
BEBEK SUBESI;034;014602000034;
BEŞİKTAŞ ŞUBESİ;034;014602120034;
BIREYSEL KK-ATM;034;014608345034;
BOSTANCI;034;014602240034;
CADDEBOSTAN SUBESI;034;014602010034;
CALL CENTER;034;014609500034;
ETİLER ŞUBESİ;034;014602030034;
GENEL MUHASEBE;034;014609019034;
GUNESLI KURUMSAL VE TICARI MERKEZ;034;014601010034;
HADIMKÖY YOLU;034;014601110034;
HAZINE OPERASYON BOLUMU;034;014609159034;
INTERNET SUBESI;034;014609300034;
KADIKÖY;034;014601260034;
KARTAL;034;014601100034;
KOZYATAĞI SUBESI;034;014602060034;
LEVENT ÇARŞI;034;014602290034;
MASLAK KURUMSAL VE TICARI MERKEZ;034;014601000034;
NAKIT YONETIMI;034;014608131034;
NISANTASI SUBESI;034;014602020034;
SUADİYE ANADOLU MERKEZ ŞUBESİ;034;014601020034;
ÜMRANİYE;034;014601240034;
YEŞİLYURT ŞUBESİ;034;014602190034;
BORNOVA;035;014602320035;
BOSTANLI;035;014602230035;
IZMIR HATAY;035;014602200035;
IZMIR KURUMSAL VE TICARI MERKEZ;035;014601040035;
KAYSERİ ÇARŞI;038;014602160038;
GEBZE ŞUBESİ;041;014601140041;
İZMİT ÇARŞI;041;014602220041;
KONYA ŞUBESİ;042;014601200042;
BODRUM ŞUBESİ;048;014601180048;
EFT MERKEZİ;999;014699999999;
EMKT MERKEZI;999;014690008999;
IBAN MERKEZ SUBESI;999;014690001999;
FON YÖNETİMİ;034;011609159034;
MERKEZ SUBE;034;011600001034;
EFT MERKEZI;999;011699999999;
EMKT MERKEZİ                       ;999;011690008999;
IBAN MERKEZ SUBE;999;011690001999;
ADLİYE SARAYI;001;080700067001;
ADNAN KAHVECİ;001;080715043001;
BARKAL;001;080715017001;
BEŞ OCAK;001;080714829001;
CEMALPAŞA;001;080704150001;
CEYHAN;001;080702055001;
ÇARŞI;001;080702808001;
ÇUKUROVA;001;080712831001;
EMEK;001;080715042001;
FEKE;001;080703947001;
İMAMOĞLU;001;080705645001;
KARAİSALI;001;080706189001;
KARATAŞ;001;080706163001;
KERESTECİLER SİTESİ;001;080715016001;
KOZAN;001;080706858001;
POZANTI;001;080708847001;
SAİMBEYLİ;001;080712989001;
SARIÇAM;001;080715018001;
TUFANBEYLİ;001;080710637001;
TÜRKMENBAŞI;001;080715019001;
YUMURTALIK;001;080711684001;
YÜREĞİR;001;080712823001;
177. YIL;001;080715020001;
ADIYAMAN;002;080700042002;
BESNİ;002;080701438002;
GÖLBAŞI;002;080704465002;
KAHTA;002;080705983002;
ADLİYE SARAYI;003;080714555003;
AFYONKARAHİSAR;003;080700117003;
BAŞMAKCI;003;080701313003;
BAYAT;003;080701941003;
BOLVADİN;003;080701669003;
ÇAY;003;080702428003;
ÇOBANLAR;003;080703970003;
DAZKIRI;003;080702907003;
DİNAR;003;080703087003;
EMİRDAĞ;003;080703491003;
EVCİLER;003;080703855003;
HOCALAR;003;080705389003;
İHSANİYE;003;080705603003;
İSCEHİSAR;003;080705827003;
SAHİPATA;003;080715050003;
SANDIKLI;003;080709217003;
SİNANPAŞA;003;080709597003;
SULTANDAĞI;003;080709738003;
ŞUHUT;003;080710132003;
AĞRI;004;080700141004;
DİYADİN;004;080703103004;
DOĞUBEYAZIT;004;080703152004;
ELEŞKİRT;004;080703434004;
GÜRBULAK;004;080704739004;
PATNOS;004;080708631004;
TAŞLIÇAY;004;080710330004;
TUTAK;004;080710678004;
AMASYA;005;080700562005;
GÖYNÜCEK;005;080704572005;
GÜMÜŞHACIKÖY;005;080704689005;
MERZİFON;005;080707716005;
SULUOVA;005;080709753005;
TAŞOVA;005;080710348005;
ABİDİNPAŞA;006;080714118006;
ADLİYE SARAYI;006;080700075006;
AKYURT;006;080704101006;
ALTINDAĞ;006;080700471006;
AYAŞ;006;080700919006;
BAHÇELİEVLER;006;080701149006;
BAKANLIKLAR;006;080701164006;
BALA;006;080701180006;
BALGAT;006;080712757006;
BATIKENT MESA;006;080714910006;
BEYPAZARI;006;080701511006;
BİLKENT PLAZA;006;080712609006;
BUHARA;006;080715051006;
BÜYÜKESAT;006;080708045006;
CEBECİ;006;080702022006;
ÇAMLIDERE;006;080702238006;
ÇANKAYA;006;080702279006;
ÇANKAYA KARGO DAĞITIM MERKEZI;006;080715027006;
ÇAYYOLU;006;080712560006;
ÇUBUK;006;080702691006;
ÇUKURAMBAR;006;080714902006;
DEMETEVLER;006;080706312006;
DİKMEN;006;080703269006;
ELMADAĞ;006;080703459006;
ELVANKENT;006;080714928006;
ERYAMAN;006;080712617006;
ETİMESGUT;006;080703772006;
ETLİK;006;080712633006;
GÖLBAŞI;006;080704473006;
GÜDÜL;006;080704606006;
HASANOĞLAN;006;080705041006;
HAYMANA;006;080705140006;
HÜSEYİNGAZİ;006;080713565006;
İVEDİK ORGANİZE SANAYİ BÖLGESİ;006;080714290006;
KAHRAMANKAZAN;006;080706429006;
KALECİK;006;080706015006;
KEÇİÖREN;006;080706452006;
KIZILAY;006;080706676006;
KIZILCAHAMAM;006;080706684006;
MALTEPE;006;080707518006;
MAMAK;006;080707534006;
MUSTAFA KEMAL;006;080714894006;
NALLIHAN;006;080708029006;
NATO YOLU;006;080715052006;
POLATLI;006;080708763006;
PTT EFT MERKEZİ;006;080780000006;
PTTBANK;006;080708813006;
PURSAKLAR;006;080712625006;
RÜZGARLI;006;080709076006;
SAMANPAZARI;006;080709183006;
SİNCAN;006;080709589006;
SİNCAN POSTA DAĞITIM MERKEZİ;006;080715053006;
SİTELER;006;080707930006;
ŞENTEPE;006;080714936006;
ŞEREFLİKOÇHİSAR;006;080710058006;
TURAN GÜNEŞ;006;080713797006;
UFUKTEPE;006;080713557006;
ULUS;006;080710918006;
YAŞAMKENT;006;080715066006;
YENİKENT;006;080714308006;
YENİMAHALLE;006;080711478006;
YENİŞEHİR;006;080711502006;
ADLİYE SARAYI;007;080714597007;
AKSEKİ;007;080700307007;
AKSU;007;080701024007;
ALANYA;007;080700372007;
ANTALYA GÜLLÜK;007;080700638007;
AVSALLAR;007;080701016007;
ÇARŞI;007;080702774007;
DEMRE;007;080705991007;
DOKUMA;007;080707856007;
DÖŞEMEALTI;007;080713680007;
ELMALI;007;080703442007;
FİNİKE;007;080704028007;
GAZİPAŞA;007;080704242007;
GÜZELOBA;007;080713813007;
KALKAN;007;080706023007;
KAŞ;007;080706361007;
KEMER;007;080706510007;
KIZILTOPRAK;007;080712153007;
KONYAALTI;007;080712724007;
KORKUTELİ;007;080706825007;
KUMLUCA;007;080706999007;
MAHMUTLAR;007;080707971007;
MANAVGAT;007;080707542007;
SERİK;007;080710033007;
YEŞİLIRMAK;007;080714548007;
ARHAVİ;008;080700737008;
ARTVİN;008;080700794008;
BORÇKA;008;080701685008;
HOPA;008;080705280008;
ŞAVŞAT;008;080709993008;
YUSUFELİ;008;080711700008;
AYDIN;009;080700935009;
BOZDOĞAN;009;080701735009;
BUHARKENT;009;080702709009;
ÇİNE;009;080702758009;
DİDİM;009;080703277009;
GERMENCİK;009;080704374009;
İNCİRLİOVA;009;080705678009;
KARACASU;009;080706155009;
